web-scraper-order,web-scraper-start-url,skills-rest,skills-rest-href,name,description,Rating,invocation name,dynamic content,privacy policy,privacy policy-href,terms of use,terms of use-href,number of ratings,maker,skill rating,skill rating-href,Overall rating,category,sub-category,comment heading,comment heading-href,review,review stars,review date,review-pages,review-pages-href,skill-pages,skill-pages-href
"1564846205-10491","https://www.amazon.com/s?i=alexa-skills&bbn=14284821011&rh=n%3A13727921011%2Cn%3A13727922011%2Cn%3A14284821011&dc&fst=as%3Aoff&qid=1564768589&rnid=2661617011&ref=sr_nr_p_72_4","","","","","","","","","","","","","","","","","","","","","","","","","","null",""
